
Kokkos::Cuda::initialize WARNING: Cuda is allocating into UVMSpace by default
                                  without setting CUDA_LAUNCH_BLOCKING=1.
                                  The code must call Cuda().fence() after each kernel
                                  or will likely crash when accessing data on the host.
0.0186705 0.0305772 0.00651473 size  1213000 93096.7 MUPD/s or  744.774 GB/s
0.0187576 0.0306166 0.00656387 size  1217000 92704.5 MUPD/s or  741.636 GB/s
0.0187607 0.0304901 0.00658047 size  1221000 92774.5 MUPD/s or  742.196 GB/s
0.0188094 0.0310332 0.00660571 size  1225000 92722.8 MUPD/s or  741.782 GB/s
0.0188923 0.0307796 0.00660912 size  1229000 92977.6 MUPD/s or  743.821 GB/s
0.0190282 0.0310857 0.00668511 size  1233000 92219.9 MUPD/s or  737.759 GB/s
0.0190269 0.0310569 0.00669575 size  1237000 92372.1 MUPD/s or  738.977 GB/s
0.0191002 0.0312442 0.00674173 size  1241000 92038.7 MUPD/s or   736.31 GB/s
0.0189409 0.0312327 0.00672879 size  1245000 92512.9 MUPD/s or  740.103 GB/s
0.0192966 0.0314162 0.00673857 size  1249000 92675.4 MUPD/s or  741.403 GB/s
0.0192802 0.031383 0.0068428 size  1253000 91556.1 MUPD/s or  732.449 GB/s
0.0193401 0.0315634 0.00691221 size  1257000 90926 MUPD/s or  727.408 GB/s
0.0193978 0.0313238 0.00695555 size  1261000 90647.1 MUPD/s or  725.176 GB/s
0.0195425 0.0316582 0.00694503 size  1265000 91072.3 MUPD/s or  728.578 GB/s
0.019514 0.031948 0.00689627 size  1269000 92006.2 MUPD/s or   736.05 GB/s
0.0195617 0.0318946 0.00701229 size  1273000 90769.3 MUPD/s or  726.154 GB/s
0.0196503 0.0320375 0.00697356 size  1277000 91560.1 MUPD/s or  732.481 GB/s
0.0197816 0.032209 0.00692665 size  1281000 92468.9 MUPD/s or  739.751 GB/s
0.0198157 0.0321367 0.00711665 size  1285000 90281.3 MUPD/s or   722.25 GB/s
0.0198259 0.0322671 0.00720175 size  1289000 89492.1 MUPD/s or  715.937 GB/s
0.0196807 0.0317522 0.00723564 size  1293000 89349.3 MUPD/s or  714.795 GB/s
0.019791 0.0321242 0.00739434 size  1297000 87702.2 MUPD/s or  701.618 GB/s
0.019801 0.0321538 0.00770531 size  1301000 84422.3 MUPD/s or  675.378 GB/s
0.0199211 0.0324122 0.00844142 size  1305000 77297.4 MUPD/s or  618.379 GB/s
0.0199152 0.031938 0.00954165 size  1309000 68594 MUPD/s or  548.752 GB/s
0.020193 0.0328462 0.00993801 size  1313000 66059.5 MUPD/s or  528.476 GB/s
0.020231 0.0328075 0.00890124 size  1317000 73978.5 MUPD/s or  591.828 GB/s
0.0203705 0.0327081 0.0080633 size  1321000 81914.4 MUPD/s or  655.315 GB/s
0.0202099 0.0327625 0.00756913 size  1325000 87526.6 MUPD/s or  700.213 GB/s
0.0202336 0.0327293 0.00732253 size  1329000 90747.3 MUPD/s or  725.978 GB/s
0.0202577 0.033052 0.00735623 size  1333000 90603.5 MUPD/s or  724.828 GB/s
0.0203635 0.0332321 0.00725241 size  1337000 92176.3 MUPD/s or   737.41 GB/s
0.0204506 0.0333677 0.00730122 size  1341000 91834 MUPD/s or  734.672 GB/s
0.0205458 0.033322 0.00722132 size  1345000 93127 MUPD/s or  745.016 GB/s
0.0206559 0.033498 0.00723143 size  1349000 93273.4 MUPD/s or  746.187 GB/s
0.0207023 0.033644 0.0073624 size  1353000 91885.8 MUPD/s or  735.086 GB/s
0.0207417 0.0335986 0.00739081 size  1357000 91803.2 MUPD/s or  734.426 GB/s
0.0208302 0.0338029 0.00748544 size  1361000 90909.8 MUPD/s or  727.278 GB/s
0.0208533 0.0341946 0.00732401 size  1365000 93186.7 MUPD/s or  745.493 GB/s
0.021143 0.0343099 0.00736916 size  1369000 92887.1 MUPD/s or  743.097 GB/s
0.0211836 0.0346498 0.00743075 size  1373000 92386.4 MUPD/s or  739.091 GB/s
0.0212418 0.0345698 0.00742446 size  1377000 92734 MUPD/s or  741.872 GB/s
0.0213675 0.0348815 0.00739665 size  1381000 93353.1 MUPD/s or  746.825 GB/s
0.0213786 0.0348099 0.00746119 size  1385000 92813.6 MUPD/s or  742.509 GB/s
0.0213403 0.0350697 0.00740604 size  1389000 93774.8 MUPD/s or  750.199 GB/s
0.021357 0.0349536 0.00742068 size  1393000 93859.3 MUPD/s or  750.874 GB/s
0.0214431 0.0350624 0.0074122 size  1397000 94236.6 MUPD/s or  753.893 GB/s
0.0215481 0.0351626 0.00743788 size  1401000 94180.1 MUPD/s or  753.441 GB/s
0.0215985 0.0353238 0.00750584 size  1405000 93593.8 MUPD/s or  748.751 GB/s
0.0216988 0.035179 0.00751487 size  1409000 93747.4 MUPD/s or  749.979 GB/s
0.0215179 0.0351223 0.00761279 size  1413000 92804.4 MUPD/s or  742.435 GB/s
0.0215767 0.0351415 0.00765813 size  1417000 92516.1 MUPD/s or  740.128 GB/s
0.0216988 0.0350368 0.00764614 size  1421000 92922.7 MUPD/s or  743.382 GB/s
0.0216773 0.0354105 0.00765755 size  1425000 93045.5 MUPD/s or  744.364 GB/s
0.0220825 0.0360566 0.00777352 size  1429000 91914.5 MUPD/s or  735.316 GB/s
0.0220115 0.0360043 0.00783095 size  1433000 91495.9 MUPD/s or  731.967 GB/s
0.0219405 0.035684 0.00773781 size  1437000 92855.8 MUPD/s or  742.846 GB/s
0.0221071 0.0359317 0.00770362 size  1441000 93527.4 MUPD/s or  748.219 GB/s
0.022033 0.0358516 0.00773764 size  1445000 93374.7 MUPD/s or  746.997 GB/s
0.0220691 0.0360618 0.00775151 size  1449000 93465.6 MUPD/s or  747.725 GB/s
0.0221789 0.0359448 0.00777763 size  1453000 93408.9 MUPD/s or  747.271 GB/s
0.0221607 0.0362307 0.00794727 size  1457000 91666.7 MUPD/s or  733.333 GB/s
0.0222086 0.0364367 0.00791231 size  1461000 92324.5 MUPD/s or  738.596 GB/s
0.0223342 0.0362593 0.00791162 size  1465000 92585.3 MUPD/s or  740.682 GB/s
0.0224744 0.0364637 0.00817494 size  1469000 89847.7 MUPD/s or  718.782 GB/s
0.0224922 0.0365584 0.00812807 size  1473000 90611.9 MUPD/s or  724.896 GB/s
0.0225132 0.036765 0.00811612 size  1477000 90991.8 MUPD/s or  727.934 GB/s
0.0225387 0.0366961 0.00815726 size  1481000 90778.1 MUPD/s or  726.225 GB/s
0.022631 0.0366885 0.00812626 size  1485000 91370.5 MUPD/s or  730.964 GB/s
0.022873 0.0373503 0.00805752 size  1489000 92398.2 MUPD/s or  739.185 GB/s
0.0229751 0.0375998 0.00809677 size  1493000 92197.2 MUPD/s or  737.578 GB/s
0.0230114 0.0372555 0.00827668 size  1497000 90434.8 MUPD/s or  723.479 GB/s
0.0229674 0.0373778 0.00829764 size  1501000 90447.4 MUPD/s or  723.579 GB/s
0.0228961 0.0373705 0.00822418 size  1505000 91498.5 MUPD/s or  731.988 GB/s
0.0229962 0.0372905 0.00835148 size  1509000 90343.3 MUPD/s or  722.747 GB/s
0.0231005 0.0376803 0.0081041 size  1513000 93347.8 MUPD/s or  746.782 GB/s
0.0232269 0.0377936 0.00819564 size  1517000 92549.3 MUPD/s or  740.394 GB/s
0.0231923 0.0377979 0.00820578 size  1521000 92678.6 MUPD/s or  741.429 GB/s
0.0232369 0.03785 0.00810624 size  1525000 94063.3 MUPD/s or  752.506 GB/s
0.023302 0.0379754 0.0081895 size  1529000 93351.2 MUPD/s or   746.81 GB/s
0.0233625 0.0379594 0.00835703 size  1533000 91719.2 MUPD/s or  733.754 GB/s
0.0234642 0.0382076 0.00828771 size  1537000 92727.7 MUPD/s or  741.821 GB/s
0.0237361 0.0388528 0.00831974 size  1541000 92611.1 MUPD/s or  740.889 GB/s
0.0237565 0.0387473 0.00833201 size  1545000 92714.7 MUPD/s or  741.718 GB/s
0.0238496 0.0389205 0.00856274 size  1549000 90450 MUPD/s or    723.6 GB/s
0.0238663 0.0390255 0.00869222 size  1553000 89332.7 MUPD/s or  714.662 GB/s
0.0239561 0.0391096 0.00856807 size  1557000 90860.6 MUPD/s or  726.885 GB/s
0.0240248 0.0393295 0.00860328 size  1561000 90721.3 MUPD/s or   725.77 GB/s
0.0240292 0.0392603 0.00908458 size  1565000 86134.9 MUPD/s or   689.08 GB/s
0.0241452 0.0393024 0.0101053 size  1569000 77632.4 MUPD/s or  621.059 GB/s
0.0240258 0.0390172 0.0101291 size  1573000 77647.4 MUPD/s or  621.179 GB/s
0.0241175 0.0391354 0.0103113 size  1577000 76469.2 MUPD/s or  611.753 GB/s
0.0238992 0.0390167 0.00968012 size  1581000 81662.2 MUPD/s or  653.298 GB/s
0.0239722 0.038605 0.00917281 size  1585000 86396.6 MUPD/s or  691.173 GB/s
0.0240128 0.0388523 0.00872723 size  1589000 91036.9 MUPD/s or  728.295 GB/s
0.0240625 0.0388899 0.00865184 size  1593000 92061.3 MUPD/s or   736.49 GB/s
0.0241637 0.0391106 0.00863555 size  1597000 92466.6 MUPD/s or  739.733 GB/s
0.0243042 0.0394695 0.00868456 size  1601000 92175.1 MUPD/s or  737.401 GB/s
0.0244233 0.0398677 0.00864362 size  1605000 92843.1 MUPD/s or  742.745 GB/s
0.0244713 0.0401813 0.00864761 size  1609000 93031.5 MUPD/s or  744.252 GB/s
0.0245784 0.0397192 0.0086966 size  1613000 92737.4 MUPD/s or  741.899 GB/s
0.0245447 0.039721 0.0088588 size  1617000 91265.2 MUPD/s or  730.122 GB/s
0.0245908 0.039632 0.00871425 size  1621000 93008.6 MUPD/s or  744.069 GB/s
0.0246236 0.0396887 0.00884254 size  1625000 91885.3 MUPD/s or  735.083 GB/s
0.0246441 0.0398139 0.00877205 size  1629000 92851.7 MUPD/s or  742.813 GB/s
0.0247081 0.0398953 0.00914107 size  1633000 89322.2 MUPD/s or  714.578 GB/s
0.0247303 0.0399196 0.00910986 size  1637000 89847.7 MUPD/s or  718.782 GB/s
0.0249016 0.0402181 0.00905266 size  1641000 90636.3 MUPD/s or   725.09 GB/s
0.0249509 0.0405157 0.00900883 size  1645000 91299.3 MUPD/s or  730.395 GB/s
0.025121 0.0408089 0.00887734 size  1649000 92876.9 MUPD/s or  743.015 GB/s
0.025152 0.0409119 0.00895147 size  1653000 92331.2 MUPD/s or   738.65 GB/s
0.0249874 0.0404323 0.00900792 size  1657000 91974.6 MUPD/s or  735.797 GB/s
0.0250007 0.0405762 0.00916129 size  1661000 90653.2 MUPD/s or  725.225 GB/s
0.0250334 0.0406092 0.00908297 size  1665000 91655.1 MUPD/s or   733.24 GB/s
0.0253026 0.0411389 0.00920643 size  1669000 90643.2 MUPD/s or  725.145 GB/s
0.0254275 0.0413644 0.00927121 size  1673000 90225.5 MUPD/s or  721.804 GB/s
0.0255528 0.0417301 0.00898569 size  1677000 93315 MUPD/s or   746.52 GB/s
0.0256239 0.041852 0.00911651 size  1681000 92195.4 MUPD/s or  737.563 GB/s
0.0258965 0.0418634 0.00951132 size  1685000 88578.7 MUPD/s or  708.629 GB/s
0.0257715 0.0419663 0.00914653 size  1689000 92330.1 MUPD/s or   738.64 GB/s
0.0260648 0.0423591 0.00931283 size  1693000 90896.1 MUPD/s or  727.169 GB/s
0.0261576 0.0426653 0.00949993 size  1697000 89316.4 MUPD/s or  714.531 GB/s
0.0262379 0.0427402 0.00925161 size  1701000 91930 MUPD/s or   735.44 GB/s
0.0262379 0.0429259 0.00924871 size  1705000 92175 MUPD/s or    737.4 GB/s
0.0262703 0.0430953 0.00915787 size  1709000 93307.7 MUPD/s or  746.462 GB/s
0.0264088 0.0430571 0.00922427 size  1713000 92852.9 MUPD/s or  742.823 GB/s
0.0265408 0.0432172 0.00917062 size  1717000 93614.2 MUPD/s or  748.914 GB/s
0.026624 0.0431176 0.00931408 size  1721000 92387 MUPD/s or  739.096 GB/s
0.0265566 0.0434888 0.00937683 size  1725000 91982.1 MUPD/s or  735.857 GB/s
0.0264659 0.0429519 0.00947056 size  1729000 91282.9 MUPD/s or  730.263 GB/s
0.026664 0.0424184 0.00952682 size  1733000 90953.7 MUPD/s or   727.63 GB/s
0.0264604 0.0425362 0.0094335 size  1737000 92065.5 MUPD/s or  736.524 GB/s
0.0261577 0.0426543 0.00962364 size  1741000 90454.3 MUPD/s or  723.635 GB/s
0.0263367 0.0430734 0.00988166 size  1745000 88294.8 MUPD/s or  706.359 GB/s
0.0267779 0.0431675 0.00937803 size  1749000 93249.9 MUPD/s or  745.999 GB/s
0.0266071 0.0431974 0.00967322 size  1753000 90611 MUPD/s or  724.888 GB/s
0.0266913 0.0429301 0.00944055 size  1757000 93056 MUPD/s or  744.448 GB/s
0.0264916 0.0428644 0.00967395 size  1761000 91017.6 MUPD/s or  728.141 GB/s
0.0266658 0.0430068 0.00961025 size  1765000 91829 MUPD/s or  734.632 GB/s
0.0265404 0.0441772 0.00966184 size  1769000 91545.7 MUPD/s or  732.366 GB/s
0.0269858 0.0437009 0.00958742 size  1773000 92465 MUPD/s or   739.72 GB/s
0.0270848 0.0437442 0.00960735 size  1777000 92481.3 MUPD/s or   739.85 GB/s
0.0267904 0.0433463 0.00954695 size  1781000 93275.8 MUPD/s or  746.207 GB/s
0.026859 0.043479 0.00971898 size  1785000 91830.6 MUPD/s or  734.645 GB/s
0.0270221 0.0441668 0.00963358 size  1789000 92852.3 MUPD/s or  742.819 GB/s
0.0272874 0.0442997 0.0097474 size  1793000 91973.2 MUPD/s or  735.786 GB/s
0.0272574 0.0443858 0.0099091 size  1797000 90674.3 MUPD/s or  725.394 GB/s
0.0272734 0.0439348 0.0100899 size  1801000 89247.6 MUPD/s or  713.981 GB/s
0.0274643 0.0443728 0.00993791 size  1805000 90813.8 MUPD/s or  726.511 GB/s
0.027514 0.0440926 0.00990379 size  1809000 91328.6 MUPD/s or  730.629 GB/s
0.0272642 0.0441685 0.00988635 size  1813000 91692.1 MUPD/s or  733.537 GB/s
0.027297 0.0441916 0.0100208 size  1817000 90661.7 MUPD/s or  725.293 GB/s
0.0274331 0.0442789 0.0100476 size  1821000 90618.8 MUPD/s or  724.951 GB/s
0.0274139 0.0442181 0.0102854 size  1825000 88717.8 MUPD/s or  709.743 GB/s
0.0275124 0.0445335 0.0108718 size  1829000 84117 MUPD/s or  672.936 GB/s
0.0282018 0.0460227 0.0117401 size  1833000 78065.9 MUPD/s or  624.527 GB/s
0.02832 0.0461853 0.0119237 size  1837000 77031.3 MUPD/s or   616.25 GB/s
0.028265 0.0463895 0.0115832 size  1841000 79468.6 MUPD/s or  635.749 GB/s
0.0283945 0.0463131 0.0110931 size  1845000 83159.7 MUPD/s or  665.277 GB/s
0.0284292 0.0459281 0.0104465 size  1849000 88498.6 MUPD/s or  707.989 GB/s
0.0281915 0.0459418 0.0100747 size  1853000 91963.3 MUPD/s or  735.706 GB/s
0.0282806 0.0459891 0.010239 size  1857000 90682.6 MUPD/s or  725.461 GB/s
0.0284008 0.0461448 0.0103507 size  1861000 89897.1 MUPD/s or  719.177 GB/s
0.0283332 0.0456683 0.0102083 size  1865000 91347.6 MUPD/s or  730.781 GB/s
0.0284097 0.0454945 0.01028 size  1869000 90904.5 MUPD/s or  727.236 GB/s
0.0281445 0.0455264 0.0104013 size  1873000 90036.9 MUPD/s or  720.295 GB/s
0.0282399 0.0456469 0.0105143 size  1877000 89259.5 MUPD/s or  714.076 GB/s
0.028411 0.0457116 0.0104265 size  1881000 90202.5 MUPD/s or   721.62 GB/s
0.0283226 0.0457561 0.0101683 size  1885000 92689.9 MUPD/s or  741.519 GB/s
0.0284349 0.0459697 0.010177 size  1889000 92807 MUPD/s or  742.456 GB/s
0.0285548 0.0461244 0.0105223 size  1893000 89951.5 MUPD/s or  719.612 GB/s
0.0284751 0.04619 0.0105964 size  1897000 89511.4 MUPD/s or  716.091 GB/s
0.0285793 0.0462761 0.0104558 size  1901000 90906.2 MUPD/s or  727.249 GB/s
0.0289659 0.0471835 0.0103238 size  1905000 92262.1 MUPD/s or  738.097 GB/s
0.0290637 0.0474708 0.0104616 size  1909000 91238.7 MUPD/s or   729.91 GB/s
0.0291868 0.0475657 0.0104499 size  1913000 91531.8 MUPD/s or  732.255 GB/s
0.0292002 0.0474965 0.0103371 size  1917000 92724.3 MUPD/s or  741.794 GB/s
0.029626 0.0482949 0.01046 size  1921000 91826 MUPD/s or  734.608 GB/s
0.029653 0.0485707 0.0105295 size  1925000 91410.2 MUPD/s or  731.282 GB/s
0.0296278 0.0483156 0.0103656 size  1929000 93048.2 MUPD/s or  744.386 GB/s
0.0294751 0.0481972 0.010574 size  1933000 91403.2 MUPD/s or  731.226 GB/s
0.0296512 0.0481847 0.0106152 size  1937000 91236.8 MUPD/s or  729.894 GB/s
0.0295645 0.047972 0.0106518 size  1941000 91111.7 MUPD/s or  728.894 GB/s
0.0296427 0.0483328 0.0106264 size  1945000 91517.4 MUPD/s or   732.14 GB/s
0.0297594 0.0485353 0.0105746 size  1949000 92154.9 MUPD/s or  737.239 GB/s
0.0298024 0.048224 0.0106429 size  1953000 91751.5 MUPD/s or  734.012 GB/s
0.0294187 0.0476286 0.0107164 size  1957000 91308.6 MUPD/s or  730.469 GB/s
0.0294743 0.0483564 0.010774 size  1961000 91006.1 MUPD/s or  728.049 GB/s
0.0300396 0.0486372 0.01096 size  1965000 89644.1 MUPD/s or  717.153 GB/s
0.0299965 0.0488192 0.0107765 size  1969000 91356.3 MUPD/s or  730.851 GB/s
0.0300478 0.0488702 0.0107785 size  1973000 91525.1 MUPD/s or    732.2 GB/s
0.0300394 0.0490193 0.0109109 size  1977000 90597.5 MUPD/s or   724.78 GB/s
0.0301889 0.049113 0.0108491 size  1981000 91297.7 MUPD/s or  730.381 GB/s
0.0302632 0.0491513 0.010926 size  1985000 90838.5 MUPD/s or  726.708 GB/s
0.0302865 0.0492036 0.0108409 size  1989000 91736.1 MUPD/s or  733.889 GB/s
0.0302209 0.0485596 0.0107032 size  1993000 93102.8 MUPD/s or  744.823 GB/s
0.0300657 0.0485624 0.0108181 size  1997000 92298.7 MUPD/s or   738.39 GB/s
0.0300589 0.0486602 0.0107897 size  2001000 92727.2 MUPD/s or  741.817 GB/s
0.0301388 0.0489531 0.0108203 size  2005000 92650.2 MUPD/s or  741.202 GB/s
0.0302131 0.0488979 0.0110098 size  2009000 91236.7 MUPD/s or  729.894 GB/s
0.0302479 0.0489176 0.0109364 size  2013000 92032.4 MUPD/s or   736.26 GB/s
0.0302851 0.0490383 0.0109613 size  2017000 92005.1 MUPD/s or  736.041 GB/s
0.030398 0.0492508 0.0109814 size  2021000 92019.5 MUPD/s or  736.156 GB/s
0.030511 0.0492522 0.0110156 size  2025000 91915.1 MUPD/s or  735.321 GB/s
0.0304637 0.0492394 0.0111415 size  2029000 91055.6 MUPD/s or  728.445 GB/s
0.030503 0.0496433 0.010977 size  2033000 92602.4 MUPD/s or  740.819 GB/s
0.0306562 0.0499329 0.0110503 size  2037000 92169.5 MUPD/s or  737.356 GB/s
0.0306707 0.0497573 0.0111143 size  2041000 91818.5 MUPD/s or  734.548 GB/s
0.0311362 0.0512699 0.0114628 size  2045000 89201.4 MUPD/s or  713.611 GB/s
0.0315575 0.0515473 0.0114381 size  2049000 89569.2 MUPD/s or  716.554 GB/s
0.0313527 0.0511832 0.0113379 size  2053000 90536.7 MUPD/s or  724.293 GB/s
0.031569 0.0518167 0.0116453 size  2057000 88318.6 MUPD/s or  706.549 GB/s
0.0313415 0.0510333 0.0113272 size  2061000 90975.7 MUPD/s or  727.805 GB/s
0.0313397 0.0513112 0.0117013 size  2065000 88238.1 MUPD/s or  705.905 GB/s
0.0314698 0.0510887 0.0114122 size  2069000 90648.5 MUPD/s or  725.188 GB/s
0.0315043 0.0511787 0.0116376 size  2073000 89064.6 MUPD/s or  712.517 GB/s
0.0316211 0.0510835 0.0116708 size  2077000 88982.5 MUPD/s or   711.86 GB/s
0.031638 0.0513307 0.0117688 size  2081000 88411.9 MUPD/s or  707.295 GB/s
0.0317791 0.0515329 0.0119478 size  2085000 87254.9 MUPD/s or  698.039 GB/s
0.0317203 0.0516174 0.0125555 size  2089000 83190.5 MUPD/s or  665.524 GB/s
0.031804 0.0523761 0.012613 size  2093000 82970.1 MUPD/s or  663.761 GB/s
0.0318478 0.0518203 0.013436 size  2097000 78036.9 MUPD/s or  624.295 GB/s
0.0319732 0.051942 0.0134293 size  2101000 78224.3 MUPD/s or  625.794 GB/s
0.0319269 0.0519598 0.013215 size  2105000 79644.1 MUPD/s or  637.153 GB/s
0.0320385 0.0521353 0.0125346 size  2109000 84126.9 MUPD/s or  673.015 GB/s
0.0324259 0.0528846 0.0116134 size  2113000 90972.8 MUPD/s or  727.782 GB/s
0.0325175 0.0531186 0.0117458 size  2117000 90117.7 MUPD/s or  720.941 GB/s
0.0326437 0.0533439 0.0116467 size  2121000 91056 MUPD/s or  728.448 GB/s
0.0326237 0.0534284 0.0117985 size  2125000 90053.7 MUPD/s or  720.429 GB/s
0.0326859 0.0533431 0.0120103 size  2129000 88632.3 MUPD/s or  709.058 GB/s
0.0327458 0.0538401 0.0119411 size  2133000 89313.6 MUPD/s or  714.509 GB/s
0.0328357 0.0537523 0.0117676 size  2137000 90800.5 MUPD/s or  726.404 GB/s
0.0329301 0.0539987 0.0117852 size  2141000 90834.6 MUPD/s or  726.677 GB/s
0.0329884 0.0540663 0.0118491 size  2145000 90513.2 MUPD/s or  724.106 GB/s
0.0330416 0.0541091 0.0116777 size  2149000 92013.1 MUPD/s or  736.105 GB/s
0.0330875 0.0542892 0.0118694 size  2153000 90695.6 MUPD/s or  725.565 GB/s
0.0331722 0.0542952 0.0119513 size  2157000 90241.6 MUPD/s or  721.933 GB/s
0.0328428 0.0536043 0.0117916 size  2161000 91633 MUPD/s or  733.064 GB/s
0.0329514 0.0537802 0.0121486 size  2165000 89104.8 MUPD/s or  712.838 GB/s
0.0329972 0.0538181 0.0119358 size  2169000 90861.4 MUPD/s or  726.891 GB/s
0.0330589 0.0537444 0.0119856 size  2173000 90650.4 MUPD/s or  725.204 GB/s
0.0331828 0.0539936 0.0117326 size  2177000 92775.9 MUPD/s or  742.207 GB/s
0.0331514 0.0540479 0.0118654 size  2181000 91905.7 MUPD/s or  735.246 GB/s
0.0332578 0.0545985 0.0120108 size  2185000 90959.5 MUPD/s or  727.676 GB/s
0.0332743 0.0542416 0.0121354 size  2189000 90191 MUPD/s or  721.528 GB/s
0.0333772 0.0551101 0.011919 size  2193000 91996.2 MUPD/s or  735.969 GB/s
0.0334128 0.05486 0.011938 size  2197000 92017 MUPD/s or  736.136 GB/s
0.0338176 0.0547126 0.0119094 size  2201000 92405.6 MUPD/s or  739.245 GB/s
0.0334798 0.0547127 0.0118735 size  2205000 92853.9 MUPD/s or  742.831 GB/s
0.0336492 0.0547679 0.0119465 size  2209000 92453.9 MUPD/s or  739.632 GB/s
0.0337562 0.0548822 0.0119284 size  2213000 92761.6 MUPD/s or  742.093 GB/s
0.0336383 0.0543052 0.0120958 size  2217000 91643.5 MUPD/s or  733.148 GB/s
0.0337479 0.054469 0.0121376 size  2221000 91492.8 MUPD/s or  731.943 GB/s
0.0336336 0.0542173 0.0122873 size  2225000 90540.9 MUPD/s or  724.327 GB/s
0.0339122 0.0553151 0.0120434 size  2229000 92540.7 MUPD/s or  740.326 GB/s
0.0339477 0.0544081 0.0121246 size  2233000 92085.8 MUPD/s or  736.686 GB/s
0.033628 0.0543854 0.0122988 size  2237000 90943.7 MUPD/s or  727.549 GB/s
0.0337124 0.0547551 0.0123285 size  2241000 90887 MUPD/s or  727.096 GB/s
0.0337605 0.0555822 0.0124857 size  2245000 89902.7 MUPD/s or  719.221 GB/s
0.0343167 0.0557672 0.0124342 size  2249000 90436.2 MUPD/s or  723.489 GB/s
0.0343355 0.055868 0.0126547 size  2253000 89018.5 MUPD/s or  712.148 GB/s
0.0342931 0.0554799 0.0124062 size  2257000 90962.4 MUPD/s or  727.699 GB/s
0.0343733 0.0564739 0.0126551 size  2261000 89331.7 MUPD/s or  714.654 GB/s
0.0348096 0.0560465 0.012226 size  2265000 92630.5 MUPD/s or  741.044 GB/s
0.0345645 0.0562892 0.012288 size  2269000 92325.8 MUPD/s or  738.606 GB/s
0.0346081 0.0564503 0.0123734 size  2273000 91850.4 MUPD/s or  734.804 GB/s
0.0349515 0.0570205 0.0122742 size  2277000 92755.3 MUPD/s or  742.043 GB/s
0.034911 0.057151 0.0125436 size  2281000 90923 MUPD/s or  727.384 GB/s
0.0350836 0.056569 0.0123675 size  2285000 92379.3 MUPD/s or  739.034 GB/s
0.0348739 0.0565883 0.0128518 size  2289000 89053.7 MUPD/s or  712.429 GB/s
0.0347952 0.0565846 0.0124423 size  2293000 92145.4 MUPD/s or  737.163 GB/s
0.0348758 0.0567537 0.0127813 size  2297000 89857.8 MUPD/s or  718.862 GB/s
0.0350165 0.0567527 0.0123403 size  2301000 93231.1 MUPD/s or  745.849 GB/s
0.0349984 0.056923 0.0124622 size  2305000 92479.8 MUPD/s or  739.838 GB/s
0.035627 0.0575345 0.0123716 size  2309000 93318.4 MUPD/s or  746.547 GB/s
0.0353894 0.0577933 0.0126188 size  2313000 91648.7 MUPD/s or  733.189 GB/s
0.0351703 0.0572064 0.0126277 size  2317000 91742.7 MUPD/s or  733.942 GB/s
0.0350419 0.0573041 0.0126477 size  2321000 91756.2 MUPD/s or  734.049 GB/s
0.0353292 0.0574403 0.0127263 size  2325000 91346 MUPD/s or  730.768 GB/s
0.0354222 0.0575009 0.0127771 size  2329000 91139.6 MUPD/s or  729.117 GB/s
0.0355232 0.0577072 0.0126133 size  2333000 92481.6 MUPD/s or  739.853 GB/s
0.0354542 0.0579452 0.0127185 size  2337000 91873.7 MUPD/s or   734.99 GB/s
0.0359665 0.0586636 0.0128113 size  2341000 91364.7 MUPD/s or  730.917 GB/s
0.0359379 0.058281 0.0127046 size  2345000 92289.6 MUPD/s or  738.317 GB/s
0.0357825 0.0580199 0.0131592 size  2349000 89252.9 MUPD/s or  714.023 GB/s
0.0357715 0.0580774 0.0140407 size  2353000 83792.1 MUPD/s or  670.337 GB/s
0.035753 0.0582061 0.0150891 size  2357000 78102.8 MUPD/s or  624.822 GB/s
0.0358865 0.0586825 0.0151916 size  2361000 77707.2 MUPD/s or  621.658 GB/s
0.0359221 0.0585895 0.0150935 size  2365000 78344.9 MUPD/s or   626.76 GB/s
0.0361386 0.0588819 0.0142056 size  2369000 83382.4 MUPD/s or  667.059 GB/s
0.036416 0.0596154 0.0132684 size  2373000 89422.8 MUPD/s or  715.383 GB/s
0.0365994 0.0597256 0.0129408 size  2377000 91841.6 MUPD/s or  734.733 GB/s
0.0365128 0.0599073 0.0131371 size  2381000 90621.5 MUPD/s or  724.972 GB/s
0.0367 0.0600019 0.0132123 size  2385000 90257 MUPD/s or  722.056 GB/s
0.0366508 0.0598803 0.0131222 size  2389000 91028.9 MUPD/s or  728.231 GB/s
0.0367559 0.0602346 0.0127914 size  2393000 93539.6 MUPD/s or  748.316 GB/s
0.0367321 0.0596177 0.0129693 size  2397000 92410.8 MUPD/s or  739.286 GB/s
0.0365106 0.0594799 0.0129106 size  2401000 92985.5 MUPD/s or  743.884 GB/s
0.0365299 0.0596285 0.013192 size  2405000 91153.9 MUPD/s or  729.231 GB/s
0.0366475 0.0597165 0.0132343 size  2409000 91013.8 MUPD/s or  728.111 GB/s
0.0366296 0.059734 0.0133623 size  2413000 90291.1 MUPD/s or  722.329 GB/s
0.0368105 0.0600413 0.0131408 size  2417000 91965.6 MUPD/s or  735.724 GB/s
0.0368789 0.0600864 0.0131818 size  2421000 91831.1 MUPD/s or  734.649 GB/s
0.0371676 0.0605664 0.0131444 size  2425000 92244.7 MUPD/s or  737.958 GB/s
