
Kokkos::Cuda::initialize WARNING: Cuda is allocating into UVMSpace by default
                                  without setting CUDA_LAUNCH_BLOCKING=1.
                                  The code must call Cuda().fence() after each kernel
                                  or will likely crash when accessing data on the host.
0.0372038 0.0606338 0.013408 size  2429000 90580.3 MUPD/s or  724.642 GB/s
0.0370149 0.0604108 0.0135881 size  2433000 89526.8 MUPD/s or  716.214 GB/s
0.0370591 0.0603664 0.013535 size  2437000 90026 MUPD/s or  720.208 GB/s
0.0370921 0.060562 0.013608 size  2441000 89689.6 MUPD/s or  717.517 GB/s
0.0372131 0.0605779 0.0138077 size  2445000 88537.5 MUPD/s or    708.3 GB/s
0.0375766 0.0613683 0.0133336 size  2449000 91835.9 MUPD/s or  734.688 GB/s
0.0377293 0.0616634 0.0137282 size  2453000 89341.8 MUPD/s or  714.734 GB/s
0.0374152 0.0608369 0.0137062 size  2457000 89631 MUPD/s or  717.048 GB/s
0.0373965 0.0611897 0.0134825 size  2461000 91266.7 MUPD/s or  730.133 GB/s
0.0375034 0.0612246 0.013516 size  2465000 91188.5 MUPD/s or  729.508 GB/s
0.0377914 0.0615562 0.0133468 size  2469000 92494 MUPD/s or  739.952 GB/s
0.0376242 0.0612569 0.013428 size  2473000 92083.7 MUPD/s or  736.669 GB/s
0.03772 0.061505 0.0135008 size  2477000 91735.2 MUPD/s or  733.881 GB/s
0.0378816 0.062274 0.0135076 size  2481000 91837.4 MUPD/s or  734.699 GB/s
0.0378256 0.0617214 0.01359 size  2485000 91427.4 MUPD/s or  731.419 GB/s
0.0378946 0.0618575 0.0135067 size  2489000 92139.1 MUPD/s or  737.113 GB/s
0.0378693 0.0618555 0.0135357 size  2493000 92089.7 MUPD/s or  736.717 GB/s
0.0379854 0.0617486 0.0135359 size  2497000 92235.9 MUPD/s or  737.887 GB/s
0.038047 0.0620021 0.0135392 size  2501000 92361.6 MUPD/s or  738.893 GB/s
0.037875 0.0618969 0.0136219 size  2505000 91947.3 MUPD/s or  735.579 GB/s
0.0380652 0.0620287 0.0136101 size  2509000 92174.2 MUPD/s or  737.394 GB/s
0.0379316 0.061463 0.0136606 size  2513000 91980.1 MUPD/s or  735.841 GB/s
0.0379948 0.0618525 0.0138917 size  2517000 90593.4 MUPD/s or  724.747 GB/s
0.0380517 0.0617258 0.0137848 size  2521000 91441.6 MUPD/s or  731.532 GB/s
0.0381047 0.0618169 0.0138188 size  2525000 91361.1 MUPD/s or  730.888 GB/s
0.0381536 0.062001 0.0137574 size  2529000 91914.3 MUPD/s or  735.314 GB/s
0.0381335 0.0623443 0.0137806 size  2533000 91904.8 MUPD/s or  735.238 GB/s
0.0384537 0.0626694 0.0138122 size  2537000 91839.3 MUPD/s or  734.715 GB/s
0.0385593 0.062215 0.0137685 size  2541000 92275.9 MUPD/s or  738.207 GB/s
0.0383855 0.0622548 0.0140158 size  2545000 90790.5 MUPD/s or  726.324 GB/s
0.0385253 0.0635635 0.0140232 size  2549000 90885 MUPD/s or   727.08 GB/s
0.0392585 0.0641211 0.0140069 size  2553000 91133.5 MUPD/s or  729.068 GB/s
0.039242 0.0638601 0.0138073 size  2557000 92595.9 MUPD/s or  740.767 GB/s
0.0389962 0.0634451 0.0137367 size  2561000 93217.4 MUPD/s or  745.739 GB/s
0.0390434 0.063546 0.0139106 size  2565000 92196.1 MUPD/s or  737.569 GB/s
0.0390534 0.0636976 0.0139282 size  2569000 92223.1 MUPD/s or  737.785 GB/s
0.0392264 0.0638224 0.0138518 size  2573000 92875.8 MUPD/s or  743.007 GB/s
0.0392944 0.0639751 0.0138703 size  2577000 92896.3 MUPD/s or   743.17 GB/s
0.0391824 0.06478 0.0139978 size  2581000 92193.1 MUPD/s or  737.545 GB/s
0.0397063 0.0650439 0.0140057 size  2585000 92283.9 MUPD/s or  738.271 GB/s
0.0398619 0.0649807 0.0140333 size  2589000 92245.1 MUPD/s or  737.961 GB/s
0.0394487 0.0643874 0.0144782 size  2593000 89548.2 MUPD/s or  716.385 GB/s
0.0394505 0.0643578 0.0145141 size  2597000 89465 MUPD/s or   715.72 GB/s
0.0394757 0.0645095 0.0150119 size  2601000 86631.5 MUPD/s or  693.052 GB/s
0.0396505 0.0637395 0.0149831 size  2605000 86931.1 MUPD/s or  695.448 GB/s
0.0394995 0.063856 0.0146799 size  2609000 88862.7 MUPD/s or  710.902 GB/s
0.0394183 0.0641917 0.0156771 size  2613000 83338 MUPD/s or  666.704 GB/s
0.0394987 0.0639886 0.0175872 size  2617000 74400.7 MUPD/s or  595.206 GB/s
0.0395007 0.064632 0.0193942 size  2621000 67571.7 MUPD/s or  540.574 GB/s
0.0400072 0.0649838 0.0188906 size  2625000 69479 MUPD/s or  555.832 GB/s
0.0397497 0.0642306 0.0173016 size  2629000 75975.8 MUPD/s or  607.807 GB/s
0.0396433 0.0640606 0.0156523 size  2633000 84109.3 MUPD/s or  672.874 GB/s
0.0396338 0.0640662 0.0147387 size  2637000 89458.2 MUPD/s or  715.665 GB/s
0.040342 0.0649755 0.0146276 size  2641000 90274.3 MUPD/s or  722.194 GB/s
0.0402687 0.0653239 0.0147809 size  2645000 89473.4 MUPD/s or  715.787 GB/s
0.0402268 0.0656123 0.0146045 size  2649000 90691.3 MUPD/s or  725.531 GB/s
0.0403358 0.0656898 0.0145602 size  2653000 91104.5 MUPD/s or  728.836 GB/s
0.0398836 0.0647095 0.0145597 size  2657000 91244.9 MUPD/s or  729.959 GB/s
0.0398971 0.0648431 0.0145245 size  2661000 91604 MUPD/s or  732.832 GB/s
0.040469 0.0660534 0.0143793 size  2665000 92667.8 MUPD/s or  741.342 GB/s
0.0406126 0.0660803 0.0144027 size  2669000 92656.1 MUPD/s or  741.249 GB/s
0.0407042 0.0661459 0.0143725 size  2673000 92990 MUPD/s or   743.92 GB/s
0.0404997 0.0662942 0.0145175 size  2677000 92199.2 MUPD/s or  737.594 GB/s
0.0407297 0.0664703 0.0145776 size  2681000 91956.4 MUPD/s or  735.651 GB/s
0.0408513 0.0664496 0.0145601 size  2685000 92204.3 MUPD/s or  737.635 GB/s
0.0408722 0.0666349 0.0146782 size  2689000 91598.3 MUPD/s or  732.787 GB/s
0.0409238 0.0666587 0.0146187 size  2693000 92108.1 MUPD/s or  736.865 GB/s
0.0410571 0.0667429 0.0145531 size  2697000 92660.5 MUPD/s or  741.284 GB/s
0.0405164 0.0657427 0.0146276 size  2701000 92325.2 MUPD/s or  738.602 GB/s
0.0406095 0.0659617 0.0146552 size  2705000 92287.9 MUPD/s or  738.303 GB/s
0.0408703 0.0659421 0.0153156 size  2709000 88439.1 MUPD/s or  707.513 GB/s
0.0407831 0.066036 0.015034 size  2713000 90228.8 MUPD/s or  721.831 GB/s
0.0412577 0.0673832 0.0150788 size  2717000 90093.4 MUPD/s or  720.747 GB/s
0.0414218 0.0676111 0.0148826 size  2721000 91415.4 MUPD/s or  731.323 GB/s
0.0414881 0.0674845 0.0146732 size  2725000 92856.3 MUPD/s or   742.85 GB/s
0.041515 0.0676484 0.0148559 size  2729000 91849.1 MUPD/s or  734.793 GB/s
0.0415973 0.0674932 0.014873 size  2733000 91877.7 MUPD/s or  735.022 GB/s
0.0416264 0.0680105 0.0148725 size  2737000 92015.7 MUPD/s or  736.126 GB/s
0.041619 0.0685309 0.0148682 size  2741000 92176.7 MUPD/s or  737.413 GB/s
0.0421888 0.06892 0.0148951 size  2745000 92144.6 MUPD/s or  737.157 GB/s
0.0422267 0.068357 0.0148903 size  2749000 92308.3 MUPD/s or  738.466 GB/s
0.0424049 0.0679747 0.0150388 size  2753000 91530.1 MUPD/s or  732.241 GB/s
0.0419573 0.0674707 0.0149776 size  2757000 92037.7 MUPD/s or  736.301 GB/s
0.0419344 0.0682318 0.0148979 size  2761000 92664.1 MUPD/s or  741.313 GB/s
0.0422502 0.0693319 0.0148976 size  2765000 92800.4 MUPD/s or  742.403 GB/s
0.0421532 0.0683694 0.0150139 size  2769000 92214.6 MUPD/s or  737.717 GB/s
0.0420516 0.0684574 0.0151493 size  2773000 91522.7 MUPD/s or  732.181 GB/s
0.0421802 0.0686463 0.0153282 size  2777000 90584.5 MUPD/s or  724.676 GB/s
0.0422504 0.068664 0.0153439 size  2781000 90622.3 MUPD/s or  724.978 GB/s
0.0423201 0.0686854 0.0156766 size  2785000 88826.8 MUPD/s or  710.615 GB/s
0.0424405 0.0688472 0.0151261 size  2789000 92191.7 MUPD/s or  737.534 GB/s
0.0423758 0.0689584 0.0149676 size  2793000 93301.3 MUPD/s or   746.41 GB/s
0.0424306 0.0691076 0.0150551 size  2797000 92892.4 MUPD/s or  743.139 GB/s
0.0424966 0.0692378 0.0150506 size  2801000 93052.5 MUPD/s or   744.42 GB/s
0.0425923 0.0693135 0.0151522 size  2805000 92560.9 MUPD/s or  740.487 GB/s
0.0427097 0.0696443 0.0160507 size  2809000 87503.8 MUPD/s or  700.031 GB/s
0.0427902 0.0697727 0.015811 size  2813000 88957.3 MUPD/s or  711.658 GB/s
0.0427816 0.0699363 0.0158743 size  2817000 88728.5 MUPD/s or  709.828 GB/s
0.0429257 0.0698543 0.0154146 size  2821000 91504 MUPD/s or  732.032 GB/s
0.0430053 0.0700274 0.0152837 size  2825000 92418.9 MUPD/s or  739.351 GB/s
0.0430373 0.070968 0.0153267 size  2829000 92289.9 MUPD/s or  738.319 GB/s
0.0435735 0.0710607 0.0153891 size  2833000 92045.5 MUPD/s or  736.364 GB/s
0.0436516 0.0710984 0.0155089 size  2837000 91463.8 MUPD/s or  731.711 GB/s
0.0435122 0.0710079 0.0156856 size  2841000 90560.7 MUPD/s or  724.486 GB/s
0.0432518 0.0706029 0.0155724 size  2845000 91347.4 MUPD/s or  730.779 GB/s
0.0433067 0.0705175 0.0154188 size  2849000 92387 MUPD/s or  739.096 GB/s
0.04336 0.0712853 0.0153798 size  2853000 92751.4 MUPD/s or  742.011 GB/s
0.043532 0.0708364 0.0156691 size  2857000 91166.7 MUPD/s or  729.334 GB/s
0.0435363 0.0709867 0.0160746 size  2861000 88991.1 MUPD/s or  711.929 GB/s
0.0435939 0.0710221 0.0159094 size  2865000 90041.3 MUPD/s or  720.331 GB/s
0.0435689 0.0710308 0.0159789 size  2869000 89774.4 MUPD/s or  718.195 GB/s
0.0436397 0.0713257 0.0160912 size  2873000 89272.2 MUPD/s or  714.178 GB/s
0.0437789 0.0710284 0.0172044 size  2877000 83612.5 MUPD/s or    668.9 GB/s
0.0439269 0.0716355 0.0183866 size  2881000 78345.3 MUPD/s or  626.762 GB/s
0.0441135 0.0716539 0.0185965 size  2885000 77568.5 MUPD/s or  620.548 GB/s
0.0443463 0.0724098 0.0187389 size  2889000 77085.6 MUPD/s or  616.685 GB/s
0.0440699 0.0718431 0.0176337 size  2893000 82030.2 MUPD/s or  656.242 GB/s
0.0441105 0.0717713 0.0165222 size  2897000 87669.7 MUPD/s or  701.358 GB/s
0.0441558 0.0719332 0.0157857 size  2901000 91886.8 MUPD/s or  735.094 GB/s
0.0441773 0.0719531 0.0160134 size  2905000 90705.1 MUPD/s or  725.641 GB/s
0.0443031 0.0719414 0.016093 size  2909000 90381.2 MUPD/s or  723.049 GB/s
0.04429 0.0721633 0.0161613 size  2913000 90122.6 MUPD/s or   720.98 GB/s
0.0443498 0.0722082 0.0159709 size  2917000 91322.4 MUPD/s or  730.579 GB/s
0.0444428 0.0725979 0.0159308 size  2921000 91678 MUPD/s or  733.424 GB/s
0.0444536 0.0724658 0.0160361 size  2925000 91200.7 MUPD/s or  729.606 GB/s
0.044623 0.0725932 0.0160682 size  2929000 91142.6 MUPD/s or  729.141 GB/s
0.0443825 0.0717915 0.0158816 size  2933000 92339.7 MUPD/s or  738.718 GB/s
0.0446682 0.0726792 0.0159951 size  2937000 91809.6 MUPD/s or  734.477 GB/s
0.044675 0.072647 0.0160426 size  2941000 91662.2 MUPD/s or  733.298 GB/s
0.0447705 0.0716067 0.0164118 size  2945000 89721.9 MUPD/s or  717.775 GB/s
0.0442391 0.0718096 0.0161289 size  2949000 91419.9 MUPD/s or  731.359 GB/s
0.0443125 0.0718689 0.0161149 size  2953000 91623 MUPD/s or  732.984 GB/s
0.0443267 0.0720048 0.0162063 size  2957000 91230.2 MUPD/s or  729.842 GB/s
0.0445477 0.0719652 0.0160522 size  2961000 92230.6 MUPD/s or  737.845 GB/s
0.0445317 0.0715458 0.0163022 size  2965000 90938.6 MUPD/s or  727.509 GB/s
0.0450683 0.0736498 0.0163526 size  2969000 90780.7 MUPD/s or  726.246 GB/s
0.0451263 0.0734736 0.016473 size  2973000 90238.5 MUPD/s or  721.908 GB/s
0.0451075 0.0736957 0.0160918 size  2977000 92500.3 MUPD/s or  740.002 GB/s
0.0453302 0.0739589 0.0162605 size  2981000 91663.7 MUPD/s or  733.309 GB/s
0.0453464 0.0735661 0.0161184 size  2985000 92595.9 MUPD/s or  740.768 GB/s
0.0449753 0.0738255 0.0161778 size  2989000 92379.7 MUPD/s or  739.037 GB/s
0.044911 0.0728712 0.0163644 size  2993000 91448.8 MUPD/s or   731.59 GB/s
0.0456694 0.0741814 0.0169138 size  2997000 88596.1 MUPD/s or  708.769 GB/s
0.0460281 0.0751305 0.0170564 size  3001000 87972.9 MUPD/s or  703.783 GB/s
0.0460752 0.0753398 0.0167171 size  3005000 89878 MUPD/s or  719.024 GB/s
0.046149 0.0753228 0.0164141 size  3009000 91659.1 MUPD/s or  733.273 GB/s
0.0462029 0.075374 0.0163506 size  3013000 92137.1 MUPD/s or  737.097 GB/s
0.0458128 0.0745771 0.016458 size  3017000 91657.4 MUPD/s or  733.259 GB/s
0.0458875 0.074645 0.0165739 size  3021000 91137.5 MUPD/s or    729.1 GB/s
0.0459991 0.0746521 0.0166742 size  3025000 90709.2 MUPD/s or  725.674 GB/s
0.0466279 0.0748567 0.0163567 size  3029000 92591.8 MUPD/s or  740.734 GB/s
0.0465421 0.0755789 0.0163195 size  3033000 92925.4 MUPD/s or  743.403 GB/s
0.0460976 0.075014 0.0165583 size  3037000 91706 MUPD/s or  733.648 GB/s
0.0461275 0.0750853 0.0166158 size  3041000 91509.4 MUPD/s or  732.075 GB/s
0.0462183 0.0753089 0.0166931 size  3045000 91205.6 MUPD/s or  729.645 GB/s
0.046248 0.0754051 0.0167003 size  3049000 91285.9 MUPD/s or  730.287 GB/s
0.0467215 0.076264 0.0169388 size  3053000 90118.5 MUPD/s or  720.948 GB/s
0.0468088 0.0763427 0.0168732 size  3057000 90587.5 MUPD/s or    724.7 GB/s
0.0465689 0.0756326 0.016845 size  3061000 90857.9 MUPD/s or  726.863 GB/s
0.0464573 0.0760963 0.0166256 size  3065000 92177 MUPD/s or  737.416 GB/s
0.0466915 0.0765797 0.0167595 size  3069000 91560.3 MUPD/s or  732.482 GB/s
0.046669 0.0763183 0.0167219 size  3073000 91885.3 MUPD/s or  735.083 GB/s
0.0466975 0.0762656 0.0166802 size  3077000 92235.2 MUPD/s or  737.881 GB/s
0.0473816 0.0771548 0.016701 size  3081000 92239.8 MUPD/s or  737.919 GB/s
0.0474056 0.0774699 0.0167358 size  3085000 92167.9 MUPD/s or  737.343 GB/s
0.0473158 0.0775558 0.0166208 size  3089000 92925.8 MUPD/s or  743.406 GB/s
0.0474891 0.0776635 0.0166103 size  3093000 93104.6 MUPD/s or  744.837 GB/s
0.047548 0.0775445 0.0169152 size  3097000 91544.6 MUPD/s or  732.357 GB/s
0.0470764 0.076608 0.0169109 size  3101000 91686.4 MUPD/s or  733.492 GB/s
0.0472048 0.076947 0.0172847 size  3105000 89819.3 MUPD/s or  718.554 GB/s
0.0475732 0.0771137 0.0176156 size  3109000 88245.5 MUPD/s or  705.964 GB/s
0.0473439 0.0772356 0.0172386 size  3113000 90291.6 MUPD/s or  722.333 GB/s
0.0473325 0.0784257 0.0170656 size  3117000 91324.1 MUPD/s or  730.593 GB/s
0.0477325 0.0780051 0.0175461 size  3121000 88936.9 MUPD/s or  711.495 GB/s
0.0474532 0.0774669 0.0172622 size  3125000 90515.4 MUPD/s or  724.123 GB/s
0.0475774 0.0774947 0.0173486 size  3129000 90180.1 MUPD/s or  721.441 GB/s
0.0475567 0.0775608 0.0174129 size  3133000 89962.2 MUPD/s or  719.697 GB/s
0.0483003 0.0785406 0.0180012 size  3137000 87133.2 MUPD/s or  697.065 GB/s
0.0481457 0.0779533 0.0203238 size  3141000 77274 MUPD/s or  618.192 GB/s
0.0477426 0.0778818 0.0211614 size  3145000 74309.8 MUPD/s or  594.479 GB/s
0.0478898 0.0781337 0.020752 size  3149000 75872.2 MUPD/s or  606.977 GB/s
0.0478944 0.0782912 0.0204225 size  3153000 77194.2 MUPD/s or  617.554 GB/s
0.0479498 0.078491 0.0190035 size  3157000 83063.6 MUPD/s or  664.509 GB/s
0.0482901 0.0794458 0.0176966 size  3161000 89311 MUPD/s or  714.488 GB/s
0.0486348 0.0795416 0.0172014 size  3165000 91998.5 MUPD/s or  735.988 GB/s
0.0486783 0.0796564 0.0175448 size  3169000 90311.7 MUPD/s or  722.493 GB/s
0.0487252 0.0799469 0.0175397 size  3173000 90452.1 MUPD/s or  723.617 GB/s
0.0482533 0.0789321 0.0176642 size  3177000 89927.4 MUPD/s or  719.419 GB/s
0.0478051 0.0776082 0.0175364 size  3181000 90697.2 MUPD/s or  725.578 GB/s
0.0478299 0.0774532 0.0177765 size  3185000 89584.7 MUPD/s or  716.678 GB/s
0.0478189 0.0776695 0.0178081 size  3189000 89538.1 MUPD/s or  716.305 GB/s
0.0484936 0.0791542 0.0175554 size  3193000 90940.6 MUPD/s or  727.525 GB/s
0.0479328 0.0775487 0.0172737 size  3197000 92539.7 MUPD/s or  740.318 GB/s
0.0481717 0.0779032 0.017458 size  3201000 91677.3 MUPD/s or  733.419 GB/s
0.0490466 0.0792964 0.0172834 size  3205000 92719.2 MUPD/s or  741.754 GB/s
0.0487441 0.0794502 0.0172572 size  3209000 92975.5 MUPD/s or  743.804 GB/s
0.0487444 0.0793854 0.0174972 size  3213000 91814.7 MUPD/s or  734.518 GB/s
0.048982 0.0794928 0.0173772 size  3217000 92563.6 MUPD/s or  740.509 GB/s
0.0485849 0.0789066 0.0175193 size  3221000 91927.4 MUPD/s or  735.419 GB/s
0.0486467 0.0787425 0.0175303 size  3225000 91983.6 MUPD/s or  735.869 GB/s
0.0490549 0.0800801 0.0176006 size  3229000 91729.8 MUPD/s or  733.838 GB/s
0.0491651 0.0802041 0.0176465 size  3233000 91604.8 MUPD/s or  732.838 GB/s
0.049127 0.0807394 0.0177277 size  3237000 91297.6 MUPD/s or  730.381 GB/s
0.0498388 0.08157 0.0177146 size  3241000 91478.1 MUPD/s or  731.825 GB/s
0.0497829 0.0814919 0.0175805 size  3245000 92290 MUPD/s or   738.32 GB/s
0.050006 0.081681 0.0174771 size  3249000 92950.4 MUPD/s or  743.604 GB/s
0.0498902 0.081691 0.0178163 size  3253000 91292.8 MUPD/s or  730.342 GB/s
0.0499789 0.0809407 0.0176532 size  3257000 92249.3 MUPD/s or  737.994 GB/s
0.0495475 0.0797288 0.0175092 size  3261000 93122.3 MUPD/s or  744.979 GB/s
0.0491531 0.0797877 0.0178797 size  3265000 91304.6 MUPD/s or  730.437 GB/s
0.0492973 0.079828 0.0181983 size  3269000 89815.9 MUPD/s or  718.527 GB/s
0.0492152 0.0801044 0.0179317 size  3273000 91263.2 MUPD/s or  730.105 GB/s
0.0497984 0.0818177 0.0182401 size  3277000 89829.8 MUPD/s or  718.638 GB/s
0.0500931 0.0802846 0.0179698 size  3281000 91292.1 MUPD/s or  730.337 GB/s
0.0495498 0.0806386 0.017946 size  3285000 91524.7 MUPD/s or  732.198 GB/s
0.0495889 0.0815826 0.0178283 size  3289000 92241 MUPD/s or  737.928 GB/s
0.0504919 0.0824212 0.0179148 size  3293000 91907.1 MUPD/s or  735.257 GB/s
0.0497943 0.081227 0.0182674 size  3297000 90242.8 MUPD/s or  721.943 GB/s
0.0498725 0.0806574 0.0184217 size  3301000 89595.3 MUPD/s or  716.762 GB/s
0.0498075 0.0817042 0.0180255 size  3305000 91675.6 MUPD/s or  733.404 GB/s
0.0502255 0.0817471 0.0181489 size  3309000 91162.8 MUPD/s or  729.302 GB/s
0.0503092 0.0817506 0.0178967 size  3313000 92558.9 MUPD/s or  740.471 GB/s
0.0507251 0.0832589 0.0180261 size  3317000 92005.3 MUPD/s or  736.042 GB/s
0.0508915 0.0831058 0.0179944 size  3321000 92278.7 MUPD/s or   738.23 GB/s
0.0504328 0.0821965 0.0178485 size  3325000 93145.3 MUPD/s or  745.162 GB/s
0.0504708 0.082194 0.0179793 size  3329000 92578.5 MUPD/s or  740.628 GB/s
0.0505637 0.0821508 0.0184053 size  3333000 90544.8 MUPD/s or  724.358 GB/s
0.050664 0.0823781 0.0182495 size  3337000 91427.2 MUPD/s or  731.417 GB/s
0.050688 0.0825332 0.0186721 size  3341000 89465.1 MUPD/s or   715.72 GB/s
0.0507465 0.0827085 0.0182549 size  3345000 91619.1 MUPD/s or  732.953 GB/s
0.0509715 0.0831586 0.0182687 size  3349000 91659.4 MUPD/s or  733.275 GB/s
0.0508428 0.0831495 0.0179158 size  3353000 93576.7 MUPD/s or  748.614 GB/s
0.0510364 0.0841656 0.0178542 size  3357000 94011.4 MUPD/s or  752.091 GB/s
0.0515258 0.0846021 0.0180098 size  3361000 93310.4 MUPD/s or  746.484 GB/s
0.0516209 0.0845798 0.0182677 size  3365000 92102.5 MUPD/s or   736.82 GB/s
0.0517322 0.0847794 0.0189636 size  3369000 88828 MUPD/s or  710.624 GB/s
0.0518303 0.0848995 0.0190038 size  3373000 88745.3 MUPD/s or  709.962 GB/s
0.0521238 0.0847846 0.0187874 size  3377000 89874.1 MUPD/s or  718.993 GB/s
0.0519263 0.0849555 0.019035 size  3381000 88810.3 MUPD/s or  710.482 GB/s
0.0520767 0.0848849 0.018553 size  3385000 91225.1 MUPD/s or  729.801 GB/s
0.0515643 0.0840862 0.0191057 size  3389000 88690.8 MUPD/s or  709.526 GB/s
0.0516767 0.0842424 0.0186386 size  3393000 91020.9 MUPD/s or  728.168 GB/s
0.0516506 0.0843626 0.0189949 size  3397000 89418.9 MUPD/s or  715.351 GB/s
0.0517572 0.0844512 0.0206374 size  3401000 82399.1 MUPD/s or  659.193 GB/s
0.0517964 0.0835591 0.0223005 size  3405000 76343.4 MUPD/s or  610.747 GB/s
0.0516483 0.0835496 0.0231104 size  3409000 73754.7 MUPD/s or  590.038 GB/s
0.051382 0.0844296 0.0222629 size  3413000 76652.2 MUPD/s or  613.218 GB/s
0.0518909 0.083173 0.0210379 size  3417000 81210.6 MUPD/s or  649.684 GB/s
0.0512469 0.0835306 0.0195852 size  3421000 87336.2 MUPD/s or   698.69 GB/s
0.0516867 0.0837579 0.0187786 size  3425000 91194.3 MUPD/s or  729.554 GB/s
0.0513439 0.0835118 0.0186912 size  3429000 91727.8 MUPD/s or  733.823 GB/s
0.0515425 0.0847715 0.0191627 size  3433000 89574.8 MUPD/s or  716.599 GB/s
0.0520962 0.0852213 0.0194824 size  3437000 88207.7 MUPD/s or  705.661 GB/s
0.0528059 0.0863042 0.0191306 size  3441000 89934.5 MUPD/s or  719.476 GB/s
0.0528686 0.086346 0.0187019 size  3445000 92102.8 MUPD/s or  736.823 GB/s
0.0524854 0.0853037 0.0186871 size  3449000 92282.7 MUPD/s or  738.262 GB/s
0.0530957 0.0854232 0.0188561 size  3453000 91561.9 MUPD/s or  732.495 GB/s
0.0525195 0.0849289 0.0185395 size  3457000 93233.6 MUPD/s or  745.869 GB/s
0.0518617 0.0856316 0.0186048 size  3461000 93013.8 MUPD/s or   744.11 GB/s
0.0527254 0.0843885 0.0188186 size  3465000 92063 MUPD/s or  736.504 GB/s
0.0522472 0.0848922 0.0191432 size  3469000 90606.6 MUPD/s or  724.853 GB/s
0.0525825 0.0844843 0.0190521 size  3473000 91145 MUPD/s or   729.16 GB/s
0.0520899 0.0860272 0.0191145 size  3477000 90951.7 MUPD/s or  727.614 GB/s
0.0529865 0.0871037 0.0190996 size  3481000 91127.8 MUPD/s or  729.022 GB/s
0.0534692 0.0876779 0.0192838 size  3485000 90360.9 MUPD/s or  722.887 GB/s
0.0536485 0.0877837 0.0194307 size  3489000 89780.8 MUPD/s or  718.246 GB/s
0.0537295 0.0877457 0.0198804 size  3493000 87850.6 MUPD/s or  702.804 GB/s
0.0538173 0.0878674 0.019036 size  3497000 91852.1 MUPD/s or  734.817 GB/s
0.0531706 0.0870948 0.0195905 size  3501000 89354.4 MUPD/s or  714.835 GB/s
0.053273 0.0864561 0.0190964 size  3505000 91771.4 MUPD/s or  734.171 GB/s
0.0535431 0.0868293 0.0188787 size  3509000 92935.5 MUPD/s or  743.484 GB/s
0.0533657 0.0866274 0.0188702 size  3513000 93083.3 MUPD/s or  744.667 GB/s
0.0529164 0.0861741 0.0190851 size  3517000 92140 MUPD/s or   737.12 GB/s
0.0528246 0.0856662 0.0190902 size  3521000 92220 MUPD/s or   737.76 GB/s
0.0528569 0.0859819 0.0191227 size  3525000 92168.1 MUPD/s or  737.345 GB/s
0.0531633 0.0861131 0.019178 size  3529000 92006.6 MUPD/s or  736.053 GB/s
0.0536644 0.0875476 0.0191633 size  3533000 92181.6 MUPD/s or  737.453 GB/s
0.0543985 0.0886918 0.0192135 size  3537000 92044.8 MUPD/s or  736.359 GB/s
0.0545183 0.0890184 0.0190121 size  3541000 93124.8 MUPD/s or  744.998 GB/s
0.05452 0.0875283 0.0190886 size  3545000 92856.4 MUPD/s or  742.851 GB/s
0.0534809 0.0870304 0.0193499 size  3549000 91706 MUPD/s or  733.648 GB/s
0.0535727 0.0865085 0.0194212 size  3553000 91472.3 MUPD/s or  731.778 GB/s
0.0542153 0.0891272 0.0194951 size  3557000 91227.8 MUPD/s or  729.823 GB/s
0.0545749 0.0886307 0.0197421 size  3561000 90187.9 MUPD/s or  721.503 GB/s
0.0541431 0.0873085 0.0200374 size  3565000 88958.4 MUPD/s or  711.667 GB/s
0.0541096 0.0870264 0.0197346 size  3569000 90425 MUPD/s or    723.4 GB/s
0.0538488 0.0870075 0.0196222 size  3573000 91044.9 MUPD/s or  728.359 GB/s
0.0542647 0.0889648 0.019435 size  3577000 92024.9 MUPD/s or  736.199 GB/s
0.0549195 0.0899038 0.0194314 size  3581000 92144.8 MUPD/s or  737.158 GB/s
0.0549818 0.0897311 0.0196237 size  3585000 91343.5 MUPD/s or  730.748 GB/s
0.0549995 0.0898462 0.0194943 size  3589000 92052.6 MUPD/s or  736.421 GB/s
0.0550254 0.0899821 0.0197954 size  3593000 90753.3 MUPD/s or  726.026 GB/s
0.0551258 0.0891482 0.0200487 size  3597000 89706.8 MUPD/s or  717.654 GB/s
0.0546753 0.0889875 0.0200839 size  3601000 89648.7 MUPD/s or   717.19 GB/s
0.0545427 0.0900467 0.0202893 size  3605000 88840.1 MUPD/s or  710.721 GB/s
0.0553902 0.0902089 0.0198039 size  3609000 91118.6 MUPD/s or  728.949 GB/s
0.0550179 0.0903702 0.0195339 size  3613000 92480.3 MUPD/s or  739.842 GB/s
0.0548956 0.0893523 0.0194671 size  3617000 92900.3 MUPD/s or  743.203 GB/s
0.0554779 0.0904982 0.0195928 size  3621000 92406.3 MUPD/s or  739.251 GB/s
0.0554532 0.0905894 0.0195654 size  3625000 92637.9 MUPD/s or  741.103 GB/s
0.0554349 0.0907499 0.019697 size  3629000 92120.7 MUPD/s or  736.966 GB/s
0.0556168 0.0911385 0.0198259 size  3633000 91622.5 MUPD/s or   732.98 GB/s
0.0558179 0.0909022 0.0195941 size  3637000 92808.6 MUPD/s or  742.469 GB/s
0.0557387 0.0908966 0.0199231 size  3641000 91376.4 MUPD/s or  731.012 GB/s
